victim_name,group,sector,requested_sector,country,attack_date,discovered,website,source_url,description,raw_record
Ascent Asset Group,play,Financial Services,Financial Services,US,2026-03-13 00:00:00.000000,2026-03-24 19:25:47.913100,www.ascentasset.com,http://k7kg3jqxang3wh7hnmaiokchk7qoebupfgoik6rha6mjpzwupwtj25yd.onion/topic.php?id=0YCDehYPJABm1Q,United States,"{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-13 00:00:00.000000"", ""country"": ""US"", ""description"": ""United States"", ""discovered"": ""2026-03-24 19:25:47.913100"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""play"", ""id"": ""QXNjZW50IEFzc2V0IEdyb3VwQHBsYXk="", ""infostealer"": """", ""modifications"": [{""date"": ""2026-04-19 16:02:35.649846"", ""description"": ""Update published""}], ""permalink"": ""https://www.ransomware.live/id/QXNjZW50IEFzc2V0IEdyb3VwQHBsYXk="", ""post_url"": ""http://k7kg3jqxang3wh7hnmaiokchk7qoebupfgoik6rha6mjpzwupwtj25yd.onion/topic.php?id=0YCDehYPJABm1Q"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/c9cbc48bd9b6cf9377881819f74ebcb5.png"", ""victim"": ""Ascent Asset Group"", ""website"": ""www.ascentasset.com""}"
**l**a* & ***c** **n*n**** I**e*t**** *L*,nightspire,Financial Services,Financial Services,,2026-03-23 00:00:00.000000,2026-03-23 06:15:15.062987,,,Data is not available now.,"{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-23 00:00:00.000000"", ""country"": """", ""description"": ""Data is not available now."", ""discovered"": ""2026-03-23 06:15:15.062987"", ""duplicates"": [], ""extrainfos"": {}, ""group"": ""nightspire"", ""id"": ""KipsKiphKiAmICoqKmMqKiAqKm4qbioqKiogSSoqZSp0KioqKiAqTCpAbmlnaHRzcGlyZQ=="", ""infostealer"": """", ""permalink"": ""https://www.ransomware.live/id/KipsKiphKiAmICoqKmMqKiAqKm4qbioqKiogSSoqZSp0KioqKiAqTCpAbmlnaHRzcGlyZQ=="", ""post_url"": """", ""press"": null, ""screenshot"": """", ""victim"": ""**l**a* & ***c** **n*n**** I**e*t**** *L*"", ""website"": """"}"
"Ameriprise Financial, Inc.",shinyhunters,Financial Services,Financial Services,US,2026-03-22 21:09:01.405647,2026-03-22 21:09:04.059634,,,"Salesforce records containing PII and over 200GB compressed Sharepoint internal corporate data have been compromised. This is a final warning to reach out by 25 Mar 2026 before we leak along with several annoying (digital) problems that'll come your way. Make the right decision, don't be the next headline. | Updated: 23 Mar 2026 | Warning: FINAL WARNING","{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-22 21:09:01.405647"", ""country"": ""US"", ""description"": ""Salesforce records containing PII and over 200GB compressed Sharepoint internal corporate data have been compromised. This is a final warning to reach out by 25 Mar 2026 before we leak along with several annoying (digital) problems that'll come your way. Make the right decision, don't be the next headline. | Updated: 23 Mar 2026 | Warning: FINAL WARNING"", ""discovered"": ""2026-03-22 21:09:04.059634"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""shinyhunters"", ""id"": ""QW1lcmlwcmlzZSBGaW5hbmNpYWwsIEluYy5Ac2hpbnlodW50ZXJz"", ""infostealer"": """", ""permalink"": ""https://www.ransomware.live/id/QW1lcmlwcmlzZSBGaW5hbmNpYWwsIEluYy5Ac2hpbnlodW50ZXJz"", ""post_url"": """", ""press"": null, ""screenshot"": """", ""victim"": ""Ameriprise Financial, Inc."", ""website"": """"}"
Grupo Coril,qilin,Financial Services,Financial Services,PE,2026-03-21 20:16:51.153421,2026-03-21 20:17:14.029224,www.grupocoril.com,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/view?uuid=44ef1dbe-d696-3034-94b7-37d05dd2a4b7,N/A,"{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-21 20:16:51.153421"", ""country"": ""PE"", ""description"": ""N/A"", ""discovered"": ""2026-03-21 20:17:14.029224"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""qilin"", ""id"": ""R3J1cG8gQ29yaWxAcWlsaW4="", ""infostealer"": """", ""permalink"": ""https://www.ransomware.live/id/R3J1cG8gQ29yaWxAcWlsaW4="", ""post_url"": ""http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/view?uuid=44ef1dbe-d696-3034-94b7-37d05dd2a4b7"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/cc7528d96162588a00a51581edc7aea9.png"", ""victim"": ""Grupo Coril"", ""website"": ""www.grupocoril.com""}"
Micro Leasing,thegentlemen,Financial Services,Financial Services,,2026-03-21 11:51:12.000000,2026-03-21 12:07:51.014289,microleasingplc.com,http://tezwsse5czllksjb7cwp65rvnk4oobmzti2znn42i43bjdfd2prqqkad.onion,"microleasingplc.com zoominfo.com/c/micro-leasing/482150678 Micro Leasing Public Company Limited specializes in providing financing services for second-hand trucks, including truck purchase loans and refinancing options. The company targets clients in need of commercial vehicles, positioning itself as a leader in the second-hand truck financing sector in Thailand. In addition to truck financing, they also offer motorcycle loans and insurance brokerage services. Micro Leasing aims to support business expansion and improve liquidity for its clients while providing excellent consulting services","{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-21 11:51:12.000000"", ""country"": """", ""description"": ""microleasingplc.com zoominfo.com/c/micro-leasing/482150678 Micro Leasing Public Company Limited specializes in providing financing services for second-hand trucks, including truck purchase loans and refinancing options. The company targets clients in need of commercial vehicles, positioning itself as a leader in the second-hand truck financing sector in Thailand. In addition to truck financing, they also offer motorcycle loans and insurance brokerage services. Micro Leasing aims to support business expansion and improve liquidity for its clients while providing excellent consulting services"", ""discovered"": ""2026-03-21 12:07:51.014289"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""thegentlemen"", ""id"": ""TWljcm8gTGVhc2luZ0B0aGVnZW50bGVtZW4="", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""infostealer_stats"": {}, ""thirdparties"": 0, ""thirdparties_domain"": 0, ""update"": ""2026-03-21 12:06:24"", ""users"": 0, ""users_url"": 0}, ""permalink"": ""https://www.ransomware.live/id/TWljcm8gTGVhc2luZ0B0aGVnZW50bGVtZW4="", ""post_url"": ""http://tezwsse5czllksjb7cwp65rvnk4oobmzti2znn42i43bjdfd2prqqkad.onion"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/8c47959c80ef37fb0095eb6ecb94c7a8.png"", ""victim"": ""Micro Leasing"", ""website"": ""microleasingplc.com""}"
theunlimited.co.za,dragonforce,Financial Services,Financial Services,ZA,2026-03-20 14:29:28.330046,2026-03-20 15:35:43.247376,www.theunlimited.co.za,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=da525115-b16e-40d7-a064-086aed1003de,"The Unlimited offers a full range of insurance products, including health, auto, legal, and life insurance, designed to provide peace of mind and financial protection to its customers. Founded in 1994, the company strives to challenge the status quo and deliver exceptional value to millions of customers. Its services are designed to support 
individuals and families during life’s unexpected moments, ensuring they are never left alone to face difficulties. Focused on meeting the needs of its clients, The Unlimited strives to treat them like family and provide hassle-free service.","{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-20 14:29:28.330046"", ""country"": ""ZA"", ""description"": ""The Unlimited offers a full range of insurance products, including health, auto, legal, and life insurance, designed to provide peace of mind and financial protection to its customers. Founded in 1994, the company strives to challenge the status quo and deliver exceptional value to millions of customers. Its services are designed to support \nindividuals and families during life’s unexpected moments, ensuring they are never left alone to face difficulties. Focused on meeting the needs of its clients, The Unlimited strives to treat them like family and provide hassle-free service."", ""discovered"": ""2026-03-20 15:35:43.247376"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""dragonforce"", ""id"": ""dGhldW5saW1pdGVkLmNvLnphQGRyYWdvbmZvcmNl"", ""infostealer"": """", ""permalink"": ""https://www.ransomware.live/id/dGhldW5saW1pdGVkLmNvLnphQGRyYWdvbmZvcmNl"", ""post_url"": ""http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=da525115-b16e-40d7-a064-086aed1003de"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/80e258c890d30429e0174bd03e12fd7a.png"", ""victim"": ""theunlimited.co.za"", ""website"": ""www.theunlimited.co.za""}"
Oriska Insurance,dragonforce,Financial Services,Financial Services,US,2026-03-20 10:29:59.899103,2026-03-20 11:09:05.427459,www.oriskainsurance.com,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=3ecf1364-50e5-4ebb-86d0-5fcf71e54979,"Oriska Insurance specializes in providing surety bonding, workers compensation, health insurance, and disability insurance tailored for small and minority-owned businesses. The company positions itself as a single source solution for multi-policy requirements, ensuring competitive pricing and comprehensive protection. With a commitment to reliability, Oriska Insurance has a track record of never failing to pay a claim or abandoning an employer. Their services are designed to help clients meet job requirements while staying within budget and legal constraints","{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-20 10:29:59.899103"", ""country"": ""US"", ""description"": ""Oriska Insurance specializes in providing surety bonding, workers compensation, health insurance, and disability insurance tailored for small and minority-owned businesses. The company positions itself as a single source solution for multi-policy requirements, ensuring competitive pricing and comprehensive protection. With a commitment to reliability, Oriska Insurance has a track record of never failing to pay a claim or abandoning an employer. Their services are designed to help clients meet job requirements while staying within budget and legal constraints"", ""discovered"": ""2026-03-20 11:09:05.427459"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""dragonforce"", ""id"": ""T3Jpc2thIEluc3VyYW5jZUBkcmFnb25mb3JjZQ=="", ""infostealer"": """", ""permalink"": ""https://www.ransomware.live/id/T3Jpc2thIEluc3VyYW5jZUBkcmFnb25mb3JjZQ=="", ""post_url"": ""http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=3ecf1364-50e5-4ebb-86d0-5fcf71e54979"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/e73af5de844b1313df6e2e3dfe99866e.png"", ""victim"": ""Oriska Insurance"", ""website"": ""www.oriskainsurance.com""}"
Matthews Real Estate Investment Services,worldleaks,Financial Services,Financial Services,US,2026-03-20 08:59:38.000000,2026-03-20 10:38:55.789162,matthews.com,https://worldleaksartrjm3c6vasllvgacbi5u3mgzkluehrzhk2jz4taufuid.onion/companies/4429398516,"[AI generated] Matthews Real Estate Investment Services is a leading brokerage company in the U.S. specialized in commercial real estate. The company offers a wide range of services such as leasing, property management, investment sales, debt financing and more. They aim to create long-term wealth for their clients by providing customizable strategies and innovative services in all sectors of real estate investment market.","{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-20 08:59:38.000000"", ""country"": ""US"", ""description"": ""[AI generated] Matthews Real Estate Investment Services is a leading brokerage company in the U.S. specialized in commercial real estate. The company offers a wide range of services such as leasing, property management, investment sales, debt financing and more. They aim to create long-term wealth for their clients by providing customizable strategies and innovative services in all sectors of real estate investment market."", ""discovered"": ""2026-03-20 10:38:55.789162"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""worldleaks"", ""id"": ""TWF0dGhld3MgUmVhbCBFc3RhdGUgSW52ZXN0bWVudCBTZXJ2aWNlc0B3b3JsZGxlYWtz"", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""infostealer_stats"": {}, ""thirdparties"": 0, ""thirdparties_domain"": 0, ""update"": ""2026-03-20 10:38:17"", ""users"": 0, ""users_url"": 0}, ""permalink"": ""https://www.ransomware.live/id/TWF0dGhld3MgUmVhbCBFc3RhdGUgSW52ZXN0bWVudCBTZXJ2aWNlc0B3b3JsZGxlYWtz"", ""post_url"": ""https://worldleaksartrjm3c6vasllvgacbi5u3mgzkluehrzhk2jz4taufuid.onion/companies/4429398516"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/98667093cacf1681b8ffa2deb4b23fbb.png"", ""victim"": ""Matthews Real Estate Investment Services"", ""website"": ""matthews.com""}"
Finance of America Companies Inc.,worldleaks,Financial Services,Financial Services,US,2026-03-20 09:01:16.000000,2026-03-20 10:37:21.938339,www.financeofamerica.com,https://worldleaksartrjm3c6vasllvgacbi5u3mgzkluehrzhk2jz4taufuid.onion/companies/9129662988,"[AI generated] Finance of America Companies Inc. is an end-to-end lending and services platform operating in the United States. The company offers a wide range of financial products across various brands, focusing on fixed income asset management, commercial real estate, reverse mortgages, and retail lending. It serves clients through online platforms and its extensive national network of offices.","{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-20 09:01:16.000000"", ""country"": ""US"", ""description"": ""[AI generated] Finance of America Companies Inc. is an end-to-end lending and services platform operating in the United States. The company offers a wide range of financial products across various brands, focusing on fixed income asset management, commercial real estate, reverse mortgages, and retail lending. It serves clients through online platforms and its extensive national network of offices."", ""discovered"": ""2026-03-20 10:37:21.938339"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""worldleaks"", ""id"": ""RmluYW5jZSBvZiBBbWVyaWNhIENvbXBhbmllcyBJbmMuQHdvcmxkbGVha3M="", ""infostealer"": """", ""permalink"": ""https://www.ransomware.live/id/RmluYW5jZSBvZiBBbWVyaWNhIENvbXBhbmllcyBJbmMuQHdvcmxkbGVha3M="", ""post_url"": ""https://worldleaksartrjm3c6vasllvgacbi5u3mgzkluehrzhk2jz4taufuid.onion/companies/9129662988"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/8e636d8438ed6726c565b39d518108ba.png"", ""victim"": ""Finance of America Companies Inc."", ""website"": ""www.financeofamerica.com""}"
Berkadia Commercial Mortgage LLC,shinyhunters,Financial Services,Financial Services,US,2026-03-19 11:10:00.000000,2026-03-20 05:50:29.672287,,,"Over 5M Salesforce records containing PII and other internal corporate data have been compromised. This is a final warning to reach out by 22 Mar 2026 before we leak along with several annoying (digital) problems that'll come your way. Make the right decision, don't be the next headline. | Updated: 19 Mar 2026 | Warning: FINAL WARNING","{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-19 11:10:00.000000"", ""country"": ""US"", ""description"": ""Over 5M Salesforce records containing PII and other internal corporate data have been compromised. This is a final warning to reach out by 22 Mar 2026 before we leak along with several annoying (digital) problems that'll come your way. Make the right decision, don't be the next headline. | Updated: 19 Mar 2026 | Warning: FINAL WARNING"", ""discovered"": ""2026-03-20 05:50:29.672287"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""shinyhunters"", ""id"": ""QmVya2FkaWEgQ29tbWVyY2lhbCBNb3J0Z2FnZSBMTENAc2hpbnlodW50ZXJz"", ""infostealer"": """", ""permalink"": ""https://www.ransomware.live/id/QmVya2FkaWEgQ29tbWVyY2lhbCBNb3J0Z2FnZSBMTENAc2hpbnlodW50ZXJz"", ""post_url"": """", ""press"": null, ""screenshot"": """", ""victim"": ""Berkadia Commercial Mortgage LLC"", ""website"": """"}"
Accolend,qilin,Financial Services,Financial Services,US,2026-03-19 20:02:06.651035,2026-03-19 20:02:34.031460,www.accolend.com,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/view?uuid=99ec05dd-d493-3c37-a528-9ad6506c3513,N/A,"{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-19 20:02:06.651035"", ""country"": ""US"", ""description"": ""N/A"", ""discovered"": ""2026-03-19 20:02:34.031460"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""qilin"", ""id"": ""QWNjb2xlbmRAcWlsaW4="", ""infostealer"": """", ""permalink"": ""https://www.ransomware.live/id/QWNjb2xlbmRAcWlsaW4="", ""post_url"": ""http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/view?uuid=99ec05dd-d493-3c37-a528-9ad6506c3513"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/396af661bcbaba90caf02d8aa021956a.png"", ""victim"": ""Accolend"", ""website"": ""www.accolend.com""}"
Conrad Capital Management,dragonforce,Financial Services,Financial Services,US,2026-03-18 16:18:28.818874,2026-03-18 17:37:25.314750,conradcapital.com,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=43137bdf-5980-4ccc-b144-c703ea9169bd,"(including customers personal information and financial data) Conrad Capital Management (CCM) is an independent Registered Investment Advisory firm that provides personalized financial advice and investment counseling to individual and institutional investors across the United States. Established in 1998 by Donald E. Conrad, the firm specializes in complex financial services, including fixed income portfolio management, alternative investments, retirement planning, and customized portfolio management strategies. CCM's fiduciary duty ensures that they prioritize the best interests of their clients, fostering deep personal relationships through ongoing interactions. With a focus on risk management, CCM is committed to helping clients achieve their financial goals as soon as possible.","{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-18 16:18:28.818874"", ""country"": ""US"", ""description"": ""(including customers personal information and financial data) Conrad Capital Management (CCM) is an independent Registered Investment Advisory firm that provides personalized financial advice and investment counseling to individual and institutional investors across the United States. Established in 1998 by Donald E. Conrad, the firm specializes in complex financial services, including fixed income portfolio management, alternative investments, retirement planning, and customized portfolio management strategies. CCM's fiduciary duty ensures that they prioritize the best interests of their clients, fostering deep personal relationships through ongoing interactions. With a focus on risk management, CCM is committed to helping clients achieve their financial goals as soon as possible."", ""discovered"": ""2026-03-18 17:37:25.314750"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""dragonforce"", ""id"": ""Q29ucmFkIENhcGl0YWwgTWFuYWdlbWVudEBkcmFnb25mb3JjZQ=="", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""infostealer_stats"": {}, ""thirdparties"": 0, ""thirdparties_domain"": 0, ""update"": ""2026-03-18 17:36:28"", ""users"": 0, ""users_url"": 0}, ""permalink"": ""https://www.ransomware.live/id/Q29ucmFkIENhcGl0YWwgTWFuYWdlbWVudEBkcmFnb25mb3JjZQ=="", ""post_url"": ""http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=43137bdf-5980-4ccc-b144-c703ea9169bd"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/5342a1b8642009d9af248ce49c457d17.png"", ""victim"": ""Conrad Capital Management"", ""website"": ""conradcapital.com""}"
PINNACLE TAX INC,qilin,Financial Services,Financial Services,US,2026-03-16 00:00:00.000000,2026-03-16 18:11:14.109665,pinnacle.tax,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/view?uuid=2f25268a-eb51-3665-8e2f-2f2281c18069,N/A,"{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-16 00:00:00.000000"", ""country"": ""US"", ""description"": ""N/A"", ""discovered"": ""2026-03-16 18:11:14.109665"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""qilin"", ""id"": ""UElOTkFDTEUgVEFYIElOQ0BxaWxpbg=="", ""infostealer"": {""employees"": 0, ""employees_url"": 0, ""infostealer_stats"": {}, ""thirdparties"": 0, ""thirdparties_domain"": 0, ""update"": ""2026-03-16 18:10:32"", ""users"": 0, ""users_url"": 0}, ""permalink"": ""https://www.ransomware.live/id/UElOTkFDTEUgVEFYIElOQ0BxaWxpbg=="", ""post_url"": ""http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/view?uuid=2f25268a-eb51-3665-8e2f-2f2281c18069"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/188896676383f58a97df057f59417dd5.png"", ""victim"": ""PINNACLE TAX INC"", ""website"": ""pinnacle.tax""}"
Tax & Accounting Plus,akira,Financial Services,Financial Services,,2026-03-16 00:00:00.000000,2026-03-16 15:54:04.421826,,,"Tax & Accounting Plus, Inc. offers a range of personal and profes
sional tax and accounting services with a focus on a low-pressure
approach. The firm prides itself on its high client-retention ra
te and the quality of its services. They provide various resource
s, including financial calculators and tax-related guides, to ass
ist clients.

We will upload 85gb of corporate data soon. Great amount of clien
ts' and employees personal documents (scanned passports, DLs, SSN
s, medical records and so on), contracts and agreements, detailed
financials, NDAs, partners files and so on.
","{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-16 00:00:00.000000"", ""country"": """", ""description"": ""Tax & Accounting Plus, Inc. offers a range of personal and profes\nsional tax and accounting services with a focus on a low-pressure\napproach. The firm prides itself on its high client-retention ra\nte and the quality of its services. They provide various resource\ns, including financial calculators and tax-related guides, to ass\nist clients.\n\nWe will upload 85gb of corporate data soon. Great amount of clien\nts' and employees personal documents (scanned passports, DLs, SSN\ns, medical records and so on), contracts and agreements, detailed\nfinancials, NDAs, partners files and so on.\n"", ""discovered"": ""2026-03-16 15:54:04.421826"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""akira"", ""id"": ""VGF4ICYgQWNjb3VudGluZyBQbHVzQGFraXJh"", ""infostealer"": """", ""permalink"": ""https://www.ransomware.live/id/VGF4ICYgQWNjb3VudGluZyBQbHVzQGFraXJh"", ""post_url"": """", ""press"": null, ""screenshot"": """", ""victim"": ""Tax & Accounting Plus"", ""website"": """"}"
Canal Capital,thegentlemen,Financial Services,Financial Services,US,2026-03-16 10:38:09.000000,2026-03-16 12:28:21.477298,canalcapital.gov.co,http://tezwsse5czllksjb7cwp65rvnk4oobmzti2znn42i43bjdfd2prqqkad.onion,"canalcapital.gov.co zoominfo.com/c/canal-capital/459823596 Canal Capital is a media organization based in Bogotá, Colombia, providing a variety of programming that includes documentaries and series focused on social issues, cultural expressions, and community engagement. Their services aim to create transparency and facilitate citizen participation through diverse media content, including programs specifically designed for different age groups and interests. The company primarily targets the local audience in Bogotá, as well as anyone interested in Colombian culture and social matters. Their initiatives also involve collaborations with citizens, promoting awareness on environmental, social, and health issues","{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-16 10:38:09.000000"", ""country"": ""US"", ""description"": ""canalcapital.gov.co zoominfo.com/c/canal-capital/459823596 Canal Capital is a media organization based in Bogotá, Colombia, providing a variety of programming that includes documentaries and series focused on social issues, cultural expressions, and community engagement. Their services aim to create transparency and facilitate citizen participation through diverse media content, including programs specifically designed for different age groups and interests. The company primarily targets the local audience in Bogotá, as well as anyone interested in Colombian culture and social matters. Their initiatives also involve collaborations with citizens, promoting awareness on environmental, social, and health issues"", ""discovered"": ""2026-03-16 12:28:21.477298"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""thegentlemen"", ""id"": ""Q2FuYWwgQ2FwaXRhbEB0aGVnZW50bGVtZW4="", ""infostealer"": {""employees"": 9, ""employees_url"": 7, ""infostealer_stats"": {""Generic Stealer"": 2, ""Lumma"": 2, ""Raccoon"": 2, ""StealC"": 3, ""Vidar"": 1}, ""thirdparties"": 17, ""thirdparties_domain"": 13, ""update"": ""2026-03-16 12:27:07"", ""users"": 1, ""users_url"": 1}, ""permalink"": ""https://www.ransomware.live/id/Q2FuYWwgQ2FwaXRhbEB0aGVnZW50bGVtZW4="", ""post_url"": ""http://tezwsse5czllksjb7cwp65rvnk4oobmzti2znn42i43bjdfd2prqqkad.onion"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/8c47959c80ef37fb0095eb6ecb94c7a8.png"", ""victim"": ""Canal Capital"", ""website"": ""canalcapital.gov.co""}"
Chase Asia,thegentlemen,Financial Services,Financial Services,JP,2026-03-16 10:49:09.000000,2026-03-16 12:27:03.971094,chase.co.th,http://tezwsse5czllksjb7cwp65rvnk4oobmzti2znn42i43bjdfd2prqqkad.onion,"chase.co.th zoominfo.com/c/chase-asia-co-ltd/463991442 Chase Asia is a Thai public company specializing in debt collection and management of non-performing loans (NPLs) . Founded in 1998 and headquartered in Nonthaburi, it also provides lending services and legal collection support","{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-16 10:49:09.000000"", ""country"": ""JP"", ""description"": ""chase.co.th zoominfo.com/c/chase-asia-co-ltd/463991442 Chase Asia is a Thai public company specializing in debt collection and management of non-performing loans (NPLs) . Founded in 1998 and headquartered in Nonthaburi, it also provides lending services and legal collection support"", ""discovered"": ""2026-03-16 12:27:03.971094"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""thegentlemen"", ""id"": ""Q2hhc2UgQXNpYUB0aGVnZW50bGVtZW4="", ""infostealer"": {""employees"": 1, ""employees_url"": 2, ""infostealer_stats"": {""Generic Stealer"": 1, ""RedLine"": 2}, ""thirdparties"": 15, ""thirdparties_domain"": 3, ""update"": ""2026-03-16 12:25:47"", ""users"": 2, ""users_url"": 2}, ""permalink"": ""https://www.ransomware.live/id/Q2hhc2UgQXNpYUB0aGVnZW50bGVtZW4="", ""post_url"": ""http://tezwsse5czllksjb7cwp65rvnk4oobmzti2znn42i43bjdfd2prqqkad.onion"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/8c47959c80ef37fb0095eb6ecb94c7a8.png"", ""victim"": ""Chase Asia"", ""website"": ""chase.co.th""}"
Geno Bank,coinbasecartel,Financial Services,Financial Services,DE,2026-03-15 02:07:45.497408,2026-03-15 02:08:02.178185,,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/genobank,"[AI generated] GenoBank.io is a company that provides a secure platform for DNA data storage and transfer, prioritizing privacy and user control. Their blockchain-based system aims to build trust among customers while enabling them to access personalized medical, ancestry, or lifestyle recommendations.","{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-15 02:07:45.497408"", ""country"": ""DE"", ""description"": ""[AI generated] GenoBank.io is a company that provides a secure platform for DNA data storage and transfer, prioritizing privacy and user control. Their blockchain-based system aims to build trust among customers while enabling them to access personalized medical, ancestry, or lifestyle recommendations."", ""discovered"": ""2026-03-15 02:08:02.178185"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""coinbasecartel"", ""id"": ""R2VubyBCYW5rQGNvaW5iYXNlY2FydGVs"", ""infostealer"": """", ""permalink"": ""https://www.ransomware.live/id/R2VubyBCYW5rQGNvaW5iYXNlY2FydGVs"", ""post_url"": ""http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/genobank"", ""press"": null, ""screenshot"": ""https://images.ransomware.live/victims/8635d90b070a8af39e44b1fca09b01e5.png"", ""victim"": ""Geno Bank"", ""website"": """"}"
NextCapitalTrust,killsec,Financial Services,Financial Services,,2026-03-14 06:39:36.457587,2026-03-14 06:39:37.798754,example.com,,Price ??? Disclosures 0/1,"{""activity"": ""Financial Services"", ""attackdate"": ""2026-03-14 06:39:36.457587"", ""country"": """", ""description"": ""Price ??? Disclosures 0/1"", ""discovered"": ""2026-03-14 06:39:37.798754"", ""duplicates"": [], ""extrainfos"": [], ""group"": ""killsec"", ""id"": ""TmV4dENhcGl0YWxUcnVzdEBraWxsc2Vj"", ""infostealer"": {""employees"": 119, ""employees_url"": 37, ""infostealer_stats"": {""Acreed"": 7, ""Atomic"": 11, ""Azorult"": 370, ""CRYPTBOT"": 28, ""DarkCrystal"": 28, ""Ficker"": 7, ""Generic Stealer"": 2267, ""Lumma"": 2241, ""Mystic"": 24, ""Predator"": 7, ""Raccoon"": 1153, ""RedLine"": 3987, ""StealC"": 517, ""Taurus"": 6, ""UNKNOWN"": 146, ""Vidar"": 355}, ""thirdparties"": 62514, ""thirdparties_domain"": 107, ""update"": ""2025-12-09 00:24:16"", ""users"": 11866, ""users_url"": 100}, ""permalink"": ""https://www.ransomware.live/id/TmV4dENhcGl0YWxUcnVzdEBraWxsc2Vj"", ""post_url"": """", ""press"": null, ""screenshot"": """", ""victim"": ""NextCapitalTrust"", ""website"": ""example.com""}"
